
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0009030,경기 성남시,남선석유(주)구도일주유소 톨게이트,S-OIL,경기도 성남시 분당구  대왕판교로 263 (궁내동),031-786-1070,일반,
A0005745,경기 성남시,분당로주유소,GS칼텍스,경기 성남시 분당구 대왕판교로 381 (백현동),031-708-0443,일반,
A0005634,경기 성남시,대왕주유소,GS칼텍스,경기 성남시 수정구 대왕판교로 1015 (고등동),031-723-8168,셀프,
A0005789,경기 성남시,(주)새서울석유 동판교,현대오일뱅크,경기도 성남시 수정구  대왕판교로 1002 (고등동),031-723-6331,셀프,
A0005791,경기 성남시,(주)새서울석유 세종,현대오일뱅크,경기도 성남시 수정구  여수대로 10 (시흥동),031-723-6588,일반,
A0005739,경기 성남시,희성석유(주)금곡,GS칼텍스,경기 성남시 분당구 불정로 1 (정자동),031-716-5664,일반,
A0005615,경기 성남시,분당제일주유소,S-OIL,경기 성남시 수정구 여수대로 32,031-723-9701,셀프,
A0005769,경기 성남시,(주)소모에너지엔테크놀러지 백궁주유소,GS칼텍스,경기 성남시 분당구 성남대로407번길 13 (정자동),031-715-0755,일반,
A0005743,경기 성남시,(주)농협하나로유통 농협성남유통센터,NH-OIL,경기도 성남시 분당구  성남대로43번길 11 (구미동),031-738-9207,셀프,
A0005782,경기 성남시,판교주유소,현대오일뱅크, 경기도 성남시 분당구 운중로 263,031-708-1717,셀프,
A0005175,경기 성남시,서분당보현주유소,SK에너지,경기 성남시 분당구 동막로 231 (동원동),031-786-0052,일반,
A0005711,경기 성남시,주유소티파니블루,GS칼텍스,경기 성남시 분당구 판교로 35  (운중동),031-8016-5151,일반,
A0005750,경기 성남시,(주)삼표에너지 야탑주유소,GS칼텍스,경기 성남시 분당구 돌마로 910 (야탑동),031-706-5145,일반,
A0005642,경기 성남시,아시아self주유소,SK에너지,경기 성남시 중원구 둔촌대로 235 (하대원동),031-758-5111,셀프,
A0005761,경기 성남시,해와달,SK에너지,경기도 성남시 중원구  희망로 28 (도촌동),031-722-0397,일반,
A0005758,경기 성남시,SK네트웍스(주)분당셀프주유소,SK에너지,경기도 성남시 분당구  서현로 488 (분당동),031-701-4983,셀프,
A0005626,경기 성남시,복정셀프주유소,SK에너지,경기 성남시 수정구 헌릉로 1048 (복정동),031-759-4466,셀프,
A0001932,경기 성남시,(주)남경석유분당스타주유소,S-OIL,경기도 성남시 분당구 새마을로 65,031-704-8738,일반,
A0009028,경기 성남시,구도일 해성,S-OIL,경기도 성남시 중원구  제일로 14 (하대원동),031-751-2222,일반,
A0009174,경기 성남시,하대원주유소,GS칼텍스,경기 성남시 중원구 둔촌대로 200,031-755-5189,일반,
A0005775,경기 성남시,(주)소모에너지엔테크놀러지 서현주유소,GS칼텍스,경기 성남시 분당구 새마을로 19 (서현동),031-701-7404,일반,
A0009029,경기 성남시,분당공원주유소,SK에너지,경기 성남시 분당구 새마을로 27 (서현동),031-704-5182,일반,
A0005624,경기 성남시,동운,현대오일뱅크,경기 성남시 중원구 산성대로 136  (성남동),031-754-9600,셀프,
A0005722,경기 성남시,산성주유소,GS칼텍스,경기 성남시 수정구 산성대로 607 (양지동),031-747-5766,셀프,
A0005747,경기 성남시,구도일 성남,S-OIL,경기도 성남시 중원구  갈마치로 233 (상대원동),031-741-5151,일반,
A0005627,경기 성남시,동해 셀프 주유소,S-OIL,경기도 성남시 중원구  순환로 75 (상대원동),031-748-7415,셀프,
A0001937,경기 성남시,(주)하이테크,SK에너지,경기도 성남시 중원구  순환로 128 (상대원동),031-707-3840,셀프,
A0005797,경기 성남시,(주)성남석유반딧불주유소,현대오일뱅크,경기 성남시 중원구 경충대로 2441 (갈현동),031-752-1113,일반,
A0005725,경기 성남시,상대원주유소,현대오일뱅크,경기 성남시 중원구 음촌로 352 (상대원동),031-744-1592,일반,
A0005793,경기 성남시,(주)MOTENG직영MOT플러스2,알뜰주유소,경기도 성남시 수정구  산성대로 463 (단대동),031-735-2942,일반,
A0002853,경기 성남시,가야주유소,현대오일뱅크,경기 성남시 중원구 경충대로 2590 (갈현동),031-754-5102,셀프,
A0005802,경기 성남시,에스케이공단주유소주식회사,SK에너지, 경기도 성남시 중원구 둔촌대로 413,031-743-6060,일반,
A0005669,경기 성남시,금광주유소,현대오일뱅크,경기 성남시 중원구 금상로 79 (금광동),031-733-2277,일반,
A0005672,경기 성남시,이원주유소,S-OIL,경기도 성남시 중원구 광명로 368 (금광동),031-732-5100,일반,
A0005763,경기 성남시,㈜오일플라자성남지점돌마주유소,현대오일뱅크,경기 성남시 중원구 둔촌대로 295 (하대원동),031-753-7770,일반,
A0007179,경기 성남시,섬마을주유소,SK에너지,경기도 성남시 중원구  희망로 87 (도촌동),031-721-1199,일반,
A0005759,경기 성남시,SK네트웍스(주) 단대주유소,SK에너지,경기도 성남시 수정구  희망로 530 (산성동),031-743-9401,셀프,
A0005801,경기 성남시,중원에너지 셀프주유소,SK에너지,경기 성남시 중원구 산성대로 336 (중동),031-745-5111,셀프,
A0005056,경기 성남시,분당탑주유소,SK에너지,경기 성남시 분당구 판교로 751 (야탑동),031-702-4983,일반,
A0033120,경기 성남시,서창산업(주)성남주유소,알뜰(ex),경기도 성남시 수정구 산성대로 41,031-759-0178,셀프,
A0015562,경기 의정부시,에이제이토탈(주)직영자금주유소,현대오일뱅크,경기도 의정부시 호국로 1696,031-821-8788,셀프,
A0004646,경기 의정부시,착한주유소,S-OIL,경기도 의정부시 호국로 1097,031-872-4272,일반,
A0004834,경기 의정부시,(주)신사,S-OIL,경기 의정부시 호국로 937 (가능동),031-871-9700,일반,
A0004529,경기 의정부시,보현주유소,SK에너지,경기 의정부시 금신로 30 (신곡동),031-826-5252,일반,
A0004551,경기 의정부시,SK네트웍스(주)동부고속주유소,SK에너지,경기도 의정부시  금신로 91 (신곡동),031-821-9923,셀프,
A0009972,경기 의정부시,광진주유소,SK에너지,경기 의정부시 금신로 300 (신곡동),031-846-5151,셀프,
A0004997,경기 의정부시,오일랜드주유소,SK에너지,경기 의정부시 금신로 153 (신곡동),031-843-6100,일반,
A0004792,경기 의정부시,금오동주유소,현대오일뱅크,경기 의정부시 금오로 14 (금오동),031-848-5149,일반,
A0004693,경기 의정부시,구도일주유소의정부,S-OIL,경기 의정부시 시민로 213 (신곡동),031-841-7711,일반,
A0004356,경기 의정부시,미래주유소,SK에너지, 경기 의정부시 동일로 492 (신곡동),031-821-4225,일반,
A0004243,경기 의정부시,석천주유소,SK에너지,경기 의정부시 동일로 110 (장암동),031-877-8621,일반,
A0004668,경기 의정부시,장암주유소,현대오일뱅크,경기 의정부시 동일로 30 (장암동),031-875-5151,일반,
A0004232,경기 의정부시,원천제2주유소,GS칼텍스,경기 의정부시 동일로 207 (장암동),031-878-5151,일반,
A0004935,경기 의정부시,sk네트웍스(주)행복날개주유소,SK에너지,경기도 의정부시  동일로 725 (금오동),031-821-3491,일반,
A0009931,경기 의정부시,(주)도야인터내셔날,S-OIL, 경기도 의정부시 평화로 10,031-875-0911,일반,
A0005046,경기 의정부시,씨엔에스상사㈜,S-OIL,경기도 의정부시  평화로 593 (의정부동),031-842-5188,셀프,
A0009767,경기 의정부시,호원주유소,GS칼텍스,경기 의정부시 평화로 317 (호원동),031-879-5189,셀프,
A0004969,경기 의정부시,일진주유소,SK에너지,경기 의정부시 평화로 133 (호원동),031-875-5189,일반,
A0004963,경기 의정부시,대성산업(주)의정부주유소,GS칼텍스,경기 의정부시 범골로 102 (의정부동),031-877-2548,일반,
A0004907,경기 의정부시,엔크린셀프주유소,SK에너지,경기 의정부시 경의로 20 (의정부동),031-877-5477,셀프,
A0005045,경기 의정부시,지앤에스(주)self주유소,S-OIL,경기 의정부시 경의로 45,031-873-5189,셀프,
A0009452,경기 의정부시,진원주유소,SK에너지,경기 의정부시 서부로 749 (가능동),031-879-0066,일반,
A0004814,경기 의정부시,GS칼텍스 의정부주유소,GS칼텍스,경기도 의정부시  평화로 697 (가능동),031-846-2033,셀프,
A0010102,경기 의정부시,법원셀프주유소,GS칼텍스,경기 의정부시 녹양로 5 (가능동),031-875-6437,셀프,
A0004908,경기 의정부시,SK네트웍스(주)SK의정부주유소,SK에너지,경기도 의정부시  의정로 82 (의정부동) sk의정부주유소,031-876-6391,셀프,
A0000573,경기 의정부시,예당주유소,현대오일뱅크,경기 의정부시 의정로 10 (의정부동),031-877-2960,일반,
A0004231,경기 의정부시,호원IC주유소,GS칼텍스,경기 의정부시 경의로 5 (의정부동),031-876-5189,일반,
A0004669,경기 의정부시,훼미리주유소,자가상표,경기 의정부시 송산로 970 (산곡동),031-847-5179,일반,
A0005039,경기 의정부시,(주)유성주유소,SK에너지,경기 의정부시 송산로 913 (산곡동),031-841-2254,일반,
A0000027,경기 의정부시,서원에너지,GS칼텍스,경기 의정부시 호국로 1844 (자일동),031-846-0003,일반,
A0009381,경기 의정부시,이마트 의정부점 셀프주유소,SK에너지,경기도 의정부시  민락로 210 (민락동),031-850-1247,셀프,
A0004278,경기 의정부시,축석주유소,GS칼텍스,경기 의정부시 호국로 1755 (자일동),031-847-6563,일반,
A0004310,경기 의정부시,한신주유소(SK),SK에너지,경기 의정부시 시민로 473 (용현동),031-840-5151,일반,
A0004920,경기 의정부시,SK민락셀프주유소,SK에너지,경기도 의정부시  충의로 91 (용현동),031-853-3133,셀프,
A0004749,경기 의정부시,송산주유소,GS칼텍스,경기도 의정부시  충의로 94 (용현동),031-852-5189,셀프,
A0004264,경기 의정부시,이케이에너지(주)바다주유소,현대오일뱅크,경기 의정부시 시민로 367 (용현동),031-844-1431,셀프,
A0000156,경기 의정부시,금오주유소,SK에너지,경기 의정부시 호국로 1582 (금오동),031-821-3939,일반,
A0004315,경기 의정부시,신화에너지제일주유소,S-OIL,경기 의정부시 호국로 1618 (금오동),031-847-0236,셀프,
A0001946,경기 안양시,신안주유소,현대오일뱅크,경기도 안양시 만안구  박달로 432 (박달동),031-443-1500,일반,
A0001978,경기 안양시,대신석유(주)남서울주유소,SK에너지,경기도 안양시 만안구  경수대로 1425 (석수동),031-472-0076,일반,
A0001983,경기 안양시,코끼리주유소,현대오일뱅크,경기 안양시 만안구 박달로 464 (박달동),031-449-2242,셀프,
A0001979,경기 안양시,에이제이토탈(주)직영안양주유소,현대오일뱅크,경기도 안양시 만안구  경수대로 1374(석수동),031-474-5189,일반,
A0001949,경기 안양시,석수동주유소,SK에너지,경기도 안양시 만안구  안양로 574 (석수동),031-473-6017,셀프,
A0001904,경기 안양시,남경쥬유소,GS칼텍스,경기도 안양시 만안구  경수대로 1279 (석수동),031-474-5757,셀프,
A0000021,경기 안양시,S＆K안양제일주유소,GS칼텍스,경기도 안양시 만안구 박달로 425  (박달동),031-441-5189,일반,
A0001938,경기 안양시,안양원예농협주유소,NH-OIL,경기도 안양시 만안구 오리로 60,031-441-8937,셀프,
A0000263,경기 안양시,박달주유소,S-OIL,경기도 안양시 만안구  박달로 274 (박달동),031-464-0051,일반,
A0001980,경기 안양시,박달삼거리주유소,SK에너지,경기 안양시 만안구 오리로 11 (박달동),031-445-4128,일반,
A0000180,경기 안양시,(주)마봉 한진주유소,S-OIL,경기도 안양시 만안구  만안로 135 (안양동),031-448-6633,셀프,
A0008193,경기 안양시,동일석유제일주유소,SK에너지,경기 안양시 동안구 경수대로 962 (비산동),031-449-2796,셀프,
A0001856,경기 안양시,청기와주유소,현대오일뱅크,경기 안양시 만안구 만안로 114 (안양동),031-446-1339,일반,
A0001913,경기 안양시,뉴그린주유소,GS칼텍스,경기도 안양시 만안구 박달로 569 (안양동),031-447-0309,일반,
A0001954,경기 안양시,SK네트웍스 목련주유소,SK에너지,경기 안양시 만안구 안양로 479 (석수동),031-471-4000,일반,
A0001939,경기 안양시,(주)안국에너지 서진주유소,SK에너지,경기도 안양시 만안구  안양로425(안양동),031-469-6050,셀프,
A0001922,경기 안양시,(주)양지,현대오일뱅크,경기도 안양시 만안구  양화로 44 (안양동),031-468-0011,일반,
A0005592,경기 안양시,(주)하람에너지,SK에너지,경기도 안양시 만안구  박달로 552 (안양동),031-447-0247,셀프,
A0008140,경기 안양시,시몬주유소,현대오일뱅크,경기 안양시 만안구 안양천서로 347-16 (안양동),031-449-5151,일반,
A0001905,경기 안양시,평화주유소,현대오일뱅크,경기 안양시 만안구 안양로 49 (안양동),031-449-5757,일반,
A0000215,경기 안양시,마하주유소,GS칼텍스,경기 안양시 만안구 엘에스로 237 (안양동),031-444-5175,셀프,
A0008152,경기 안양시,상신주유소,SK에너지,경기 안양시 동안구 시민대로 65 (호계동),031-454-5145,셀프,
A0008133,경기 안양시,기쁨두배주유소,SK에너지,경기 안양시 동안구 시민대로 67 (호계동),031-451-0101,일반,
A0001952,경기 안양시,비산셀프주유소,SK에너지,경기 안양시 동안구 경수대로 839 (비산동),031-443-3241,셀프,
A0008187,경기 안양시,(주)관악석유청강주유소,S-OIL,경기 안양시 동안구 관악대로 159 (비산동),031-381-5159,셀프,
A0001893,경기 안양시,쓰리원주유소,GS칼텍스,경기 안양시 동안구 시민대로 93 (호계동),031-453-5145,일반,
A0018991,경기 안양시,11번가주유소,S-OIL,경기 안양시 동안구 시민대로 98 (호계동),031-453-8876,일반,
A0008177,경기 안양시,(주)강남산업,SK에너지,경기 안양시 동안구 시민대로 110 (호계동),031-452-4822,일반,
A0001945,경기 안양시,현대오일뱅크우신주유소,현대오일뱅크,경기 안양시 동안구 엘에스로 141 (호계동),031-455-0574,일반,
A0008120,경기 안양시,큰마당주유소,GS칼텍스,경기 안양시 동안구 관악대로 234 (비산동),031-386-7082,일반,
